Name,Year,Duration,Genre,Rating,Director,Actor 1,Actor 2,Actor 3
Kissa Pehli Raat Ka,1989.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Kissaa Kursee Kaa,1978.0,142.0,Drama,7.1,Amrit Nahata,Shabana Azmi,Raj Babbar,Chaman Bagga
Kisse Pyaar Karoon?,2009.0,123.0,"Action, Comedy, Crime",3.3,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk
Kissebaaz,2019.0,122.0,"Action, Comedy, Crime",4.6,Annant Jaaitpaal,Pankaj Tripathi,Rahul Bagga,Anupriya Goenka
Kissi Se Na Kehna,1983.0,140.0,"Comedy, Romance",7.4,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt
Kitaab,1977.0,124.0,Drama,7.4,Gulzar,Uttam Kumar,Vidya Sinha,Shreeram Lagoo
Kitaab,2019.0,121.0,Drama,5.841621416845562,Pavel Singh,Nutan Yadav,Rinni Sharma,Deepanshu
Kite Fight,1965.0,121.0,Drama,5.841621416845562,Mohan Kaul,Ravikant,Unknown,Unknown
Kites,2010.0,123.0,"Action, Drama, Romance",6.1,Anurag Basu,Hrithik Roshan,Kabir Bedi,Bárbara Mori
Kitna Badal Gaya Insaan,1957.0,134.0,"Drama, Family",6.0,I.S. Johar,Ajit,Nalini Jaywant,I.S. Johar
Kitne Door... Kitne Paas,2002.0,146.0,"Comedy, Romance",4.5,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
Kitne Paas Kitne Door,1976.0,140.0,Drama,5.841621416845562,D.S. Sultania,Samit Bhanja,Heena Kausar,Utpal Dutt
Kizhakku Kadarkarai Salai,2006.0,142.0,"Action, Crime, Drama",2.7,S.S. Stanley,Srikanth,Bhavana,Selvaraj
Kkamjori: The Weakness,2004.0,108.0,Thriller,5.841621416845562,Sandeep Bhatt,Rinky Ali,Rakhi Bajaj,Seema Biswas
"Knock Knock, I'm Looking to Marry",2003.0,100.0,Comedy,5.5,Anita Udeep,Suhaas Ahuja,Radhi,Unknown
Knock Out,2010.0,117.0,"Action, Crime, Drama",6.0,Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut
Ko: Yad,2012.0,90.0,Drama,7.9,Manju Borah,Unknown,Unknown,Unknown
Kodiparakkudu,1989.0,143.0,Other,5.8,Bharathiraja,A.R.S.,Amala Akkineni,Bhagya
Koel,2011.0,95.0,"Drama, Family",5.841621416845562,Bonny Mukherjee,Aadya Bedi,Rashi Bunny,Tarun Chauhan
Kohinoor,1960.0,151.0,"Action, Adventure, Comedy",6.8,S.U. Sunny,Dilip Kumar,Meena Kumari,Azim
Kohra,1993.0,173.0,"Mystery, Thriller",4.5,Partho Ghosh,Arman Kohli,Ayesha Jhulka,Pran
Kohraa,1964.0,153.0,"Drama, Musical, Mystery",6.7,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar
Kohraam,1991.0,135.0,Action,5.5,Kuku Kohli,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari
Kohram,1999.0,150.0,"Action, Comedy, Drama",5.4,Mehul Kumar,Amitabh Bachchan,Nana Patekar,Tabu
Koi Aap Sa: But Lovers Have to Be Friends,2005.0,142.0,"Comedy, Drama, Romance",5.2,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma
Koi Bach Na Payega,2008.0,108.0,Thriller,5.841621416845562,Ehsan Khan,Nirmal Pandey,Vishwajeet Pradhan,Laxmi Shukla
Koi Ghulam Nahin,1970.0,121.0,Drama,5.841621416845562,K. Shankar,M.G. Ramachandran,Pandharibai,Faryal
Koi Hai,2003.0,102.0,"Drama, Horror",2.4,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi Hai Yaaha,2006.0,121.0,Drama,5.841621416845562,Jiten Purohit,Shekhar Mehta,Amisha Sathwara,Vishal Sharma
Koi Hai?,1985.0,108.0,Thriller,5.841621416845562,Mehmood Ahmed,Deepak Kohli,Kishan Mehta,Krishen Mehta
Koi Jaane Na,2021.0,141.0,Thriller,3.5,Amin Hajee,Kunal Kapoor,Amyra Dastur,Elli Avrram
Koi Jeeta Koi Haara,1976.0,124.0,"Drama, Romance",7.9,Samir Ganguly,Shashi Kapoor,Saira Banu,Farida Jalal
Koi Kisise Kum Nahin,1997.0,124.0,"Crime, Drama, Mystery",6.3,Raj N. Sippy,Milind Gunaji,Shalini Kapoor,Ravi Kishan
Koi Mere Dil Mein Hai,2005.0,128.0,"Drama, Romance",4.7,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat
Koi Mere Dil Se Poochhe,2002.0,165.0,"Musical, Romance, Thriller",3.5,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Koi Na Jane Re,1986.0,121.0,Drama,5.841621416845562,Master Ntin,Baby Reshma,Mina Shinde,Mayur Verma
Koi Sath Hai,2021.0,109.0,Horror,3.1,Mahaveer Shringi,Anwar Ali,Pratik Asnani,Sikandar Chauhan
Koi... Mil Gaya,2003.0,171.0,"Action, Drama, Romance",7.1,Rakesh Roshan,Hrithik Roshan,Rekha,Preity Zinta
Kokh,1994.0,121.0,Drama,5.841621416845562,R S Vikal,Rohini Hattangadi,Annu Kapoor,Pankaj Kapur
Kokila,1937.0,142.0,Other,5.841621416845562,Sarvottam Badami,Maya Banerjee,Sabita Devi,Sitara Devi
Koler Gaan,2020.0,112.0,Drama,5.841621416845562,Bhaskar Banerjee,Unknown,Unknown,Unknown
Kolkata Junction,2014.0,108.0,Thriller,6.8,Anjan Dutt,Sonali Kulkarni,Kay Kay Menon,Sandhya Mridul
Kondaveeti Raja,1986.0,140.0,"Action, Drama",6.3,K. Raghavendra Rao,Chiranjeevi,Mohan Babu,Satyanarayana Kaikala
Kondura (The Sage from the Sea),1978.0,137.0,Drama,7.4,Shyam Benegal,Anant Nag,Nirmala,Siddesh
Koochie Koochie Hota Hai,2021.0,134.0,"Animation, Family, Musical",5.841621416845562,Tarun Mansukhani,Shah Rukh Khan,Kajol,Rani Mukerji
Kora Anchal,1973.0,137.0,"Drama, Romance",5.841621416845562,Birbal,Laxmi Chhaya,Dheeraj Kumar,Mehmood Jr.
Kora Badan,1974.0,121.0,Drama,5.841621416845562,B.S. Ghad,B.S. Shaad,Sunil Dutt,Dev Kumar
Kora Badan,2003.0,125.0,"Drama, Thriller",5.841621416845562,Kishan Shah,Junior Amitabh Bachchan,Vishwajeet Soni,Sapna Sappu
Kora Kagaz,1974.0,125.0,"Drama, Musical, Family",7.4,Anil Ganguly,Vijay Anand,Jaya Bachchan,Achala Sachdev
Kosa,2020.0,85.0,Drama,7.3,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das
Kosha,2020.0,109.0,Horror,5.841621416845562,Amman Advaita,Prachi Desai,Amit Dhawle,Rudhraksh Jaiswal
Koshish,1972.0,125.0,Drama,8.6,Gulzar,Sanjeev Kumar,Jaya Bachchan,Asrani
Koshish,1943.0,142.0,Other,5.841621416845562,Rafiq Rizvi,Husn Banu,Kalyani,Trilok Kapoor
Kota Junction,2015.0,121.0,Drama,7.5,Sachin P. Karande,Munish Khan,Setareh Noori,Sarosh Khan
Kothewali,2000.0,108.0,Thriller,5.841621416845562,Kumar Jay,Asrani,Mushtaq Khan,Madhumani
Kothi Se Kothe Tak,1995.0,108.0,Thriller,5.841621416845562,Anuradha,Pratap Chandra,Captain Raju,Vincent
Kotigobba 3,2021.0,133.0,Action,5.841621416845562,Shiva Karthik,Sudeep,Aftab Shivdasani,Madonna Sebastian
Kottai Mariamman,2001.0,140.0,Drama,3.8,Ramanarayanan,Devayani,Diamber,Karan
Kottayam,2020.0,100.0,"Crime, Drama, Romance",6.9,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew
Kotwal Saab,1977.0,142.0,"Action, Crime, Drama",6.0,Hrishikesh Mukherjee,Shatrughan Sinha,Aparna Sen,Sudhir
Koyelaanchal,2014.0,145.0,"Action, Drama",5.4,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna
Koyla,1997.0,166.0,"Action, Drama, Musical",6.2,Rakesh Roshan,Shah Rukh Khan,Madhuri Dixit,Amrish Puri
Kram,2012.0,108.0,Thriller,5.841621416845562,Rajesh Ganguly,Tanvir Ahmed,Ayaz Amir,Suzanne Bernert
Kranti,1981.0,187.0,"Action, Adventure, Drama",7.2,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor
Kranti,2002.0,142.0,"Action, Drama",3.8,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Kranti Kshetra,1994.0,150.0,"Action, Comedy, Drama",5.0,Rajeev Kumar,Mithun Chakraborty,Pooja Bhatt,Harish
Krantikari,1997.0,140.0,"Action, Crime, Drama",6.3,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth
Krantipath,1999.0,154.0,Action,5.841621416845562,Girish Dubey,Girish Dubey,Girish Dubey,Kiran Kumar
Krantiveer,1994.0,159.0,"Action, Crime, Drama",7.4,Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri
Krantiveer: The Revolution,2010.0,159.0,"Action, Crime, Drama",4.6,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Krazzy 4,2008.0,110.0,"Comedy, Crime, Drama",4.2,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi
Krina,2018.0,130.0,Thriller,5.8,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
Krish Trish and Baltiboy: Face Your Fears,2017.0,65.0,Animation,7.8,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Krishan Avtaar,1993.0,180.0,Action,5.7,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan
Krishna,1996.0,156.0,"Action, Drama, Romance",4.7,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Krishna Arjun,1997.0,130.0,Drama,6.6,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
Krishna Arjun Yudh,1934.0,127.0,"Drama, Fantasy, History",5.841621416845562,Vishram Bedekar,Vamanrao N. Bhat,Chintamanrao Kolhatkar,Unknown
Krishna Aur Kans,2012.0,117.0,"Animation, Action, Adventure",6.5,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
Krishna Bhakt Sudaama,1968.0,92.0,"Comedy, Drama, Fantasy",5.841621416845562,Kedar Nath Agarwala,Biswajit Chatterjee,Bharat Bhushan,Master Rajesh
Krishna Bhakta Bodana,1944.0,142.0,Other,5.841621416845562,S.B. Nayampalli,Unknown,Unknown,Unknown
Krishna Cottage,2004.0,124.0,"Horror, Mystery",5.2,Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
Krishna Kanhaiya,1952.0,137.0,Fantasy,5.841621416845562,Sundarrao Nadkarni,Unknown,Unknown,Unknown
Krishna Leela,1946.0,142.0,Other,6.4,Debaki Bose,Kanan Devi,Devi Mukherjee,Ranjit Roy
Krishna Sudama,1933.0,137.0,Fantasy,5.841621416845562,Jayant Desai,Keki Adajania,Ram Apte,M. Bhagwandas
Krishna Sudama,1945.0,142.0,Other,5.841621416845562,Dulari,Unknown,Unknown,Unknown
Krishna Sudama,1957.0,123.0,Fantasy,5.841621416845562,Shanti Kumar,Prem Adib,Indira Bansal,Raj Kumar
Krishna Sudama,1979.0,121.0,Drama,5.841621416845562,Bharat Bhushan,Sumita Biswas,Manik Dutt,Alpana Goswami
Krishna Tere Desh Mein,2000.0,121.0,Drama,5.841621416845562,Shiv Kumar,Asrani,Poonam Dasgupta,Shakti Kapoor
Krishnaavtar,1964.0,121.0,Drama,5.841621416845562,Master Bhagwan,Laxmi Chhaya,Jagdish Kanwal,Sadhana Khote
Krishna-Krishna,1986.0,138.0,Fantasy,5.841621416845562,Chandrakant,Vidya Sinha,Biswajit Chatterjee,Dara Singh
Krishnavatar Baba Ramdev Pir,2002.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Krishnavtar,1932.0,142.0,Other,5.841621416845562,Haider Shah,Shantakumari,Unknown,Unknown
Kriya,2020.0,96.0,"Drama, Fantasy, Horror",6.5,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
Kroadh,1990.0,144.0,"Action, Crime, Drama",5.1,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
Krodh,2000.0,141.0,"Action, Comedy, Drama",4.4,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
Krodh,2019.0,45.0,Comedy,5.841621416845562,Bikram Malati,Bikram Malati,Abhishk Soni,Arjun Soni
Krodh Jawani Ka,1988.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Krodhi,1981.0,159.0,"Action, Crime, Thriller",6.5,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
Krorepati,1961.0,127.0,"Comedy, Crime, Drama",5.9,Mohan Segal,Kishore Kumar,Shashikala,Kumkum
Krrish,2006.0,154.0,"Action, Adventure, Sci-Fi",6.4,Rakesh Roshan,Hrithik Roshan,Priyanka Chopra Jonas,Rekha
Krrish 3,2013.0,152.0,"Action, Adventure, Sci-Fi",5.2,Rakesh Roshan,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas
Krrish 4,2019.0,127.5,"Action, Sci-Fi, Thriller",5.841621416845562,Rakesh Roshan,Hrithik Roshan,Nawazuddin Siddiqui,Naman Jain
Kshatriya,1993.0,187.0,"Action, Drama, War",5.9,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
Kshay,2011.0,92.0,Drama,6.7,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
Kshitij,1974.0,108.0,Thriller,5.841621416845562,Prem Kapoor,Helen,Bharat Kapoor,Manmauji
KTina,2019.0,124.0,Comedy,5.841621416845562,Ashima Chibber,Disha Patani,Vijay Raaz,Lillete Dubey
KUBERA THEEVU,1963.0,121.0,Drama,5.841621416845562,Viswanathan,Unknown,Unknown,Unknown
Kucch Luv Jaisaa,2011.0,105.0,Drama,4.3,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
Kucch To Hai,2003.0,143.0,"Horror, Mystery",4.2,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Alag Sa,2014.0,121.0,Drama,6.6,Sanghamitra Chaudhuri,Samiksha Bhatt,Unknown,Unknown
Kuch Der Aur,2018.0,65.0,Drama,8.5,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
Kuch Karo Naa,2001.0,108.0,Thriller,5.841621416845562,Papu Bahruz,Birbal,Pooja Dadwal,Kiran Kumar
Kuch Khatta Kuch Meetha,2007.0,140.0,Comedy,3.8,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
Kuch Khatti Kuch Meethi,2001.0,120.0,"Comedy, Drama, Romance",4.6,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
Kuch Kuch Hota Hai,1998.0,177.0,"Comedy, Drama, Musical",7.6,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji
Kuch Kuch Locha Hai,2015.0,143.0,"Comedy, Drama",2.5,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Kuch Log,2011.0,108.0,Thriller,5.841621416845562,Shuja Ali,Rati Agnihotri,Tom Alter,Neelima Azim
Kuch Naa Kaho,2003.0,169.0,"Comedy, Drama, Romance",5.4,Rohan Sippy,Aishwarya Rai Bachchan,Abhishek Bachchan,Satish Shah
Kuch Pal Pyar Ke,2018.0,104.0,Drama,4.3,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
Kuch To Gadbad Hai,2004.0,124.0,Comedy,7.4,Suresh Bafna,Nilanjana Bhattacharya,Kulbir Badesron,Arun Bakshi
Kuch Tum Kaho Kuch Hum Kahein,2002.0,171.0,"Action, Drama, Romance",5.6,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
Kuchh Bheege Alfaaz,2018.0,116.0,Romance,7.5,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari
Kuchh Kaha Aapne..,2004.0,130.0,Romance,5.841621416845562,Mustafa Engineer,Diveyaa Dwivedi,Divyaa Dwivedi,Ravi Shankar Jaiswal
Kuchh Kariye,2010.0,83.0,"Adventure, Drama, Music",4.1,Jagbir Dahiya,Abhay Bhargava,Suresh Chatwal,Dinesh Hingoo
Kuchh Meetha Ho Jaye,2005.0,125.0,"Comedy, Romance",3.4,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
Kudiyon Ka Hai Zamaana,2006.0,112.0,Comedy,3.7,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das
Kudrat,1981.0,164.0,"Drama, Mystery, Romance",6.9,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
Kudrat,1998.0,186.0,"Action, Drama, Romance",4.5,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
Kudrat Ka Kanoon,1987.0,150.0,Mystery,5.1,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Kue Yaar Mein,1984.0,76.0,Documentary,5.841621416845562,Muzaffar Ali,Unknown,Unknown,Unknown
Kuhasa,1980.0,121.0,Drama,5.841621416845562,Amendra Sinha,Subhendu Chaterjee,Robi Ghose,Sukhada Pandey
Kuk Doo Koo,1985.0,107.0,Comedy,8.5,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
Kuku Mathur Ki Jhand Ho Gayi,2014.0,109.0,"Comedy, Romance",5.3,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
Kul Kalank,1945.0,142.0,Other,5.841621416845562,Dulari,Unknown,Unknown,Unknown
Kuldeep,1946.0,121.0,Drama,5.841621416845562,Bhudo Advani,Madan Puri,Unknown,Unknown
Kuldip Patwal: I Didn't Do It!,2017.0,128.0,"Crime, Drama, Mystery",6.6,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
Kulvadhu,1937.0,133.0,Action,5.841621416845562,Sarvottam Badami,Sabita Devi,Gulzar,Motilal
Kumbh,2018.0,121.0,Drama,5.841621416845562,Anshuman Chaturvedi,Chidaksha Chand,Sushil Pandey,Sukhwinder Chahal
Kumkum the Dancer,1940.0,142.0,Other,5.841621416845562,Modhu Bose,Sadhona Bose,Dhiraj Bhattacharya,Preeti Majumdar
Kun Faya Kun,2021.0,125.0,"Drama, Thriller",5.841621416845562,Kushan Nandy,Harshvardhan Rane,Sanjeeda Sheikh,DJ Farman
Kunba,2014.0,132.0,Family,5.841621416845562,Yash Chouhan,Kavita Joshi,Kader Khan,Mushtaq Khan
Kundan,1955.0,150.0,"Crime, Drama",6.5,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
Kundan,1993.0,137.0,"Action, Drama",5.8,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
Kundan,2004.0,133.0,Action,5.841621416845562,Samir,Dharmendra,Shakti Kapoor,Satnam Kaur
Kunwar Sahab,2016.0,83.0,Family,5.841621416845562,Uttar Kumar,Uttar Kumar,Kanika Raheja,Unknown
Kunwara,2000.0,134.0,"Comedy, Drama, Romance",5.1,David Dhawan,Govinda,Urmila Matondkar,Nagma
Kunwara Baap,1942.0,134.0,Other,5.841621416845562,Kishore Sahu,Unknown,Unknown,Unknown
Kunwara Baap,1974.0,137.0,"Comedy, Drama",7.2,Mehmood,Mehmood,Bharathi,Aachi Manorama
Kunwara Badan,1973.0,121.0,Drama,5.841621416845562,Vimal Tewari,Rakesh Pandey,Madhu Chanda,Arpana Choudhary
Kunwara Paying Guest,2007.0,86.0,Drama,5.7,Suresh Jain,Tanveer,Karishma,Urmila
Kunwari,1966.0,121.0,Drama,5.841621416845562,S.N. Tripathi,Ameeta,Mumtaz Begum,Prem Chopra
Kunwari Chudail,2001.0,109.0,Horror,5.841621416845562,Arvinda Jaiswal,Jyoti,Rani Sinha,Durgesh Nandini
Kunwari Maa,1996.0,148.0,Drama,5.841621416845562,Dulal Bhowmick,Shambhu Bhattacharya,Biplab Chatterjee,Soumitra Chatterjee
Kunwari Padosan,2003.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Kurbaan,1991.0,133.0,"Action, Drama, Romance",4.2,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
Kurbaan,2009.0,161.0,"Action, Crime, Drama",5.7,Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
Kurbani,1943.0,142.0,Other,6.6,Ram Daryani,Durga Khote,Unknown,Unknown
Kurukshetra,2000.0,129.0,"Action, Crime, Drama",6.0,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
Kurukshetra,1933.0,142.0,Other,5.841621416845562,Ansuya,Padmadevi,Baburao Pawar,Sharda
Kurukshetra,1945.0,142.0,Other,5.841621416845562,R. Sharma,Nawab Kashmiri,Radharani,K.L. Saigal
Kurukshetra,1977.0,150.0,"Action, Drama, History",7.8,Kamalakara Kameshwara Rao,Sobhan Babu,Krishna Ghattamaneni,Krishnamraju
Kurup,2021.0,171.0,"Biography, Crime, Thriller",5.841621416845562,Srinath Rajendran,Vini Vishwa Lal,Manoj Bajpayee,Dulquer Salmaan
Kuselan,2008.0,165.0,"Comedy, Drama, Family",4.7,P. Vasu,Rajinikanth,Pasupathy,Meena
Kushi Mil Gayi,2005.0,130.0,Romance,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Kushti,2010.0,121.0,Comedy,4.3,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
Kutch,2019.0,118.0,"Drama, Mystery",5.841621416845562,Bobby Bedi,Unknown,Unknown,Unknown
Kutte Ki Dum,2018.0,143.0,Comedy,8.9,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
Kutte Ki Kahani,1964.0,120.0,Adventure,5.841621416845562,Harsukh Jagneshwar Bhatt,Unknown,Unknown,Unknown
Kutub Minar,2021.0,121.0,Drama,5.841621416845562,Raaj Aashoo,Kanchan Awasthi,Karanvir Bohra,Tridha Choudhury
Kutumb the Family,2017.0,121.0,Drama,5.841621416845562,Amit Shree Yadav,Shivanshu Mishra,Alok Nair,Alok Nath
Kwatha,2019.0,121.0,Drama,5.841621416845562,Karan Butani,Isabelle Kaif,Bijou Thaangjam,Aayush Sharma
Kya Baat Hain,1956.0,124.0,Comedy,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Kya Dilli Kya Lahore,2014.0,98.0,"Drama, History, War",7.4,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
Kya Fark Padta Hai,2016.0,121.0,Drama,5.841621416845562,Chandana Sarangi,Unknown,Unknown,Unknown
Kya Kehna,2000.0,155.0,"Drama, Romance",5.9,Kundan Shah,Preity Zinta,Saif Ali Khan,Chandrachur Singh
Kya Love Story Hai,2007.0,120.0,"Comedy, Drama, Romance",3.6,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
Kya Masti Kya Dhoom,2019.0,124.0,Comedy,5.841621416845562,Chandrakant Singh,Abhishek Bajaj,Musskan Sethi,Anant Vidhaat Sharma
Kya Tum,2018.0,121.0,Drama,5.841621416845562,Deepak Kumar,Anchal,Ansh,Aarav Mavi
Kya Tum Ho,2006.0,104.0,Drama,5.841621416845562,Anish Sahebsingh Ahluwalia,Sulabha Arya,Jyoti Dogra,Rajit Kapoor
Kya Yahi Sach Hai,2011.0,142.0,"Crime, Drama, Thriller",6.1,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
Kya Yeh Bombai Hai,1959.0,121.0,Drama,5.841621416845562,Nanubhai Vakil,Nishi,Maruti,W.M. Khan
Kya Yehi Pyaar Hai,2002.0,145.0,"Drama, Romance",3.9,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
Kyaa Dil Ne Kahaa,2002.0,145.5,"Family, Romance",3.0,Sanjay Chhel,Rajesh Khanna,Tusshar Kapoor,Esha Deol
Kyaa Koi Hain,2003.0,113.0,Mystery,5.841621416845562,Vivek Anand,Anu Prada,Mahesh Raaj,Shweta
Kyaa Kool Hai Hum,2005.0,172.0,"Comedy, Mystery",6.1,Sangeeth Sivan,Tusshar Kapoor,Riteish Deshmukh,Isha Koppikar
Kyaa Kool Hain Hum 3,2016.0,124.0,Comedy,1.9,Umesh Ghadge,Tusshar Kapoor,Aftab Shivdasani,Krishna Abhishek
Kyaa Super Kool Hain Hum,2012.0,136.0,Comedy,4.9,Sachin Yardi,Anupam Kher,Neha Sharma,Riteish Deshmukh
Kyo Kii... Main Jhuth Nahin Bolta,2001.0,131.0,"Action, Comedy, Drama",5.4,David Dhawan,Govinda,Sushmita Sen,Rambha
Kyon Ki...,2005.0,160.0,"Drama, Romance",5.6,Priyadarshan,Salman Khan,Kareena Kapoor,Rimi Sen
Kyon?,2003.0,110.0,Crime,3.4,Kalpana Lajmi,Vinay Apte,Ashok Beniwal,Chaitanya Choudhury
Kyonji,1952.0,142.0,Other,5.841621416845562,Nari Ghadiali,Agha,Prakash,Leela Kumari
Kyun Hua Achanak,2013.0,142.0,Other,5.841621416845562,Rajendra Shivv,Hazel Croney,Aseem Ali Khan,Kashmira Shah
Kyun! Ho Gaya Na...,2004.0,165.0,"Comedy, Drama, Romance",4.2,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
L.A.C.,2021.0,90.0,Action,5.841621416845562,Nitin Gupta,Rahul Roy,Nitin Gupta,Nishant Malkani
Laadla,1994.0,169.0,"Drama, Family",5.8,Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
Laadla,1966.0,134.0,"Drama, Family",5.841621416845562,R. Krishnan,S. Panju,Balraj Sahni,Nirupa Roy
Laadla,1954.0,134.0,"Drama, Family",5.841621416845562,Surya Kumar,Karan Dewan,Shyama,Krishna Kumari
Laadli,2001.0,97.0,Family,8.8,Mazahir Rahim,Kireet Khurana,Unknown,Unknown
Laadli Laila,2011.0,87.0,Comedy,5.8,Murali Nair,Raghuvir Yadav,Sheila Naidu,Saurab Gharipurikar
Laaga Chunari Mein Daag: Journey of a Woman,2007.0,122.0,"Drama, Family, Romance",5.4,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
Laagi Chhoote Na,1990.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Laagi Nahin Chhute Ram,1963.0,142.0,Other,5.0,Kundan Kumar,Ashim Kumar,Baijul,Garibdas
Laakhan,2005.0,137.0,"Action, Thriller",6.0,Arun Govil,Raveena Tandon,Upendra,Unknown
Laakhon Hain Yahan Dilwaley,2015.0,115.0,"Drama, Musical, Romance",5.841621416845562,Munnawar Bhagat,Vije Bhatia,Krutika Gaikwad,Aditya Pancholi
Laal Joda,2001.0,118.0,Thriller,5.841621416845562,Sunny Kapoor,Chandni Gupta,Vijay Gupta,Junior Jagdeep
Laal Kaptaan,2019.0,155.0,"Action, Adventure, Drama",7.3,Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
Laal Paree,1991.0,137.0,Fantasy,6.6,Hannif Chippa,Aditya Pancholi,Javed Jaffrey,Janhavi
Laal Rang,2016.0,147.0,"Comedy, Crime, Drama",8.0,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
